LSOA Code,LSOA Name,Total samples,Number of exceedances,Exceedance rate (failures/total samples),Latitude,Longitude
E01016847,Milton Keynes 021D,4,0,0.0,52.02493,-0.75129
E01016811,Milton Keynes 012B,3,0,0.0,52.05001,-0.82977
E01016801,Milton Keynes 002D,7,0,0.0,52.11266,-0.68084
E01016802,Milton Keynes 002E,1,0,0.0,52.12307,-0.74414
E01016803,Milton Keynes 002F,4,0,0.0,52.0814,-0.66077
E01016804,Milton Keynes 009D,5,0,0.0,52.05724,-0.76523
E01016805,Milton Keynes 011C,3,0,0.0,52.05592,-0.79452
E01016806,Milton Keynes 006A,6,0,0.0,52.06362,-0.78021
E01016807,Milton Keynes 006B,3,0,0.0,52.05862,-0.77944
E01016808,Milton Keynes 011D,5,0,0.0,52.05836,-0.78707
E01016809,Milton Keynes 006C,3,0,0.0,52.0683,-0.76968
E01016810,Milton Keynes 012A,5,0,0.0,52.04993,-0.81495
E01017477,Bedford 015F,2,0,0.0,52.11715,-0.46088
E01016812,Milton Keynes 010A,4,0,0.0,52.05197,-0.84064
E01016813,Milton Keynes 015B,5,0,0.0,52.04461,-0.7991
E01016815,Milton Keynes 015C,5,0,0.0,52.03742,-0.80088
E01016816,Milton Keynes 015D,7,0,0.0,52.04199,-0.81435
E01016817,Milton Keynes 010B,3,0,0.0,52.05902,-0.84441
E01016818,Milton Keynes 010C,7,0,0.0,52.05735,-0.85392
E01016819,Milton Keynes 012C,2,0,0.0,52.05175,-0.80264
E01016820,Milton Keynes 035D,5,0,0.0,52.02338,-0.70378
E01016821,Milton Keynes 035B,3,0,0.0,52.03108,-0.6962
E01016822,Milton Keynes 022A,6,0,0.0,52.02345,-0.68455
E01017731,Buckinghamshire 007A,2,0,0.0,51.89276,-0.71184
E01017695,Buckinghamshire 003C,8,0,0.0,51.9732,-0.75823
E01017696,Buckinghamshire 003D,5,0,0.0,51.9644,-0.80248
E01017701,Buckinghamshire 008E,3,0,0.0,51.83936,-0.60541
E01017702,Buckinghamshire 008F,2,0,0.0,51.81813,-0.61161
E01017704,Buckinghamshire 009B,7,0,0.0,51.88835,-0.87182
E01017713,Buckinghamshire 004C,4,0,0.0,51.93453,-0.98125
E01017714,Buckinghamshire 004D,16,0,0.0,51.92594,-0.95636
E01017715,Buckinghamshire 006C,4,0,0.0,51.92647,-0.84739
E01017716,Buckinghamshire 006D,5,0,0.0,51.92448,-0.76947
E01017717,Buckinghamshire 004E,3,0,0.0,52.0266,-1.08949
E01017718,Buckinghamshire 004F,6,0,0.0,51.98262,-1.02466
E01017694,Buckinghamshire 004B,2,0,0.0,51.95349,-1.01736
E01017732,Buckinghamshire 007B,3,0,0.0,51.89569,-0.73056
E01017733,Buckinghamshire 007C,3,0,0.0,51.8694,-0.76548
E01017734,Buckinghamshire 007D,5,0,0.0,51.87257,-0.694
E01017735,Buckinghamshire 005A,4,0,0.0,51.96437,-0.93693
E01017736,Buckinghamshire 005B,8,0,0.0,51.94193,-0.86534
E01017737,Buckinghamshire 005C,5,0,0.0,51.94318,-0.87534
E01017738,Buckinghamshire 005D,8,0,0.0,51.94072,-0.88267
E01018011,East Cambridgeshire 009A,14,0,0.0,52.19335,0.323964
E01018012,East Cambridgeshire 009B,7,0,0.0,52.22437,0.250806
E01018013,East Cambridgeshire 008A,8,0,0.0,52.26336,0.326509
E01017648,Buckinghamshire 001A,1,0,0.0,51.99856,-0.96082
E01017612,Central Bedfordshire 023B,4,0,0.0,51.92071,-0.68593
E01017613,Central Bedfordshire 023C,4,0,0.0,51.91566,-0.68056
E01017614,Central Bedfordshire 023D,3,0,0.0,51.9113,-0.69035
E01017616,Central Bedfordshire 018D,16,0,0.0,51.94348,-0.45099
E01017620,Central Bedfordshire 019C,5,0,0.0,51.95706,-0.52519
E01017621,Central Bedfordshire 019D,3,0,0.0,51.9482,-0.53921
E01017622,Central Bedfordshire 019E,5,0,0.0,51.94079,-0.53425
E01017644,Buckinghamshire 002A,3,0,0.0,51.99815,-0.97249
E01017645,Buckinghamshire 002B,5,0,0.0,51.99885,-0.98851
E01017646,Buckinghamshire 002C,3,0,0.0,52.00679,-0.9935
E01017647,Buckinghamshire 002D,8,0,0.0,52.00679,-0.978
E01018014,East Cambridgeshire 008B,9,0,0.0,52.27351,0.338048
E01017649,Buckinghamshire 001B,9,0,0.0,51.99378,-0.99477
E01017651,Buckinghamshire 008A,4,0,0.0,51.83171,-0.66367
E01017652,Buckinghamshire 008B,6,0,0.0,51.87167,-0.66268
E01017657,Buckinghamshire 008C,3,0,0.0,51.8441,-0.57512
E01017658,Buckinghamshire 008D,3,0,0.0,51.86374,-0.61593
E01017669,Buckinghamshire 006A,8,0,0.0,51.96552,-0.7061
E01017670,Buckinghamshire 006B,5,0,0.0,51.94179,-0.71608
E01017671,Buckinghamshire 003A,3,0,0.0,51.99826,-0.87329
E01017672,Buckinghamshire 003B,3,0,0.0,51.97345,-0.86389
E01017693,Buckinghamshire 004A,1,0,0.0,51.90506,-1.06278
E01026492,Breckland 012C,6,0,0.0,52.4651,0.602123
E01018042,East Cambridgeshire 001A,5,0,0.0,52.45316,0.307413
E01018043,East Cambridgeshire 001B,4,0,0.0,52.44736,0.303004
E01018044,East Cambridgeshire 001C,10,0,0.0,52.46615,0.365378
E01018045,East Cambridgeshire 001D,6,0,0.0,52.48476,0.286413
E01018047,East Cambridgeshire 006A,5,0,0.0,52.36809,0.342979
E01018049,East Cambridgeshire 006C,4,0,0.0,52.32812,0.270199
E01018051,East Cambridgeshire 006E,6,0,0.0,52.32699,0.359681
E01018052,East Cambridgeshire 006F,3,0,0.0,52.33376,0.336511
E01018053,East Cambridgeshire 005E,3,0,0.0,52.35861,0.193452
E01018054,East Cambridgeshire 005F,9,0,0.0,52.33617,0.223446
E01018055,East Cambridgeshire 002D,8,0,0.0,52.38413,0.11566
E01018041,East Cambridgeshire 007D,1,0,0.0,52.35517,0.395973
E01018057,East Cambridgeshire 009C,11,0,0.0,52.24788,0.292766
E01018058,Fenland 008A,9,0,0.0,52.57819,-0.0775
E01018059,Fenland 008B,4,0,0.0,52.52643,-0.12658
E01018060,Fenland 008C,3,0,0.0,52.54432,-0.04989
E01018061,Fenland 008D,2,0,0.0,52.56475,-0.08428
E01018062,Fenland 011A,6,0,0.0,52.45687,0.099271
E01018063,Fenland 002A,9,0,0.0,52.66756,0.164146
E01018064,Fenland 006A,5,0,0.0,52.56926,-0.1445
E01018065,Fenland 010A,5,0,0.0,52.5008,0.038347
E01018066,Fenland 004A,3,0,0.0,52.63265,0.161522
E01018026,East Cambridgeshire 004C,4,0,0.0,52.38273,0.289882
E01018015,East Cambridgeshire 008C,5,0,0.0,52.29434,0.316575
E01018016,East Cambridgeshire 008D,2,0,0.0,52.28123,0.338762
E01018017,East Cambridgeshire 011A,4,0,0.0,52.19767,0.479337
E01018019,East Cambridgeshire 011B,4,0,0.0,52.22711,0.422358
E01018020,East Cambridgeshire 002A,6,0,0.0,52.44568,0.215684
E01018021,East Cambridgeshire 002B,1,0,0.0,52.4363,0.258776
E01018022,East Cambridgeshire 002C,3,0,0.0,52.40898,0.147739
E01018023,East Cambridgeshire 011C,12,0,0.0,52.20052,0.400189
E01018024,East Cambridgeshire 004A,2,0,0.0,52.4177,0.343607
E01018025,East Cambridgeshire 004B,2,0,0.0,52.39779,0.263365
E01017611,Central Bedfordshire 023A,4,0,0.0,51.91869,-0.69212
E01018027,East Cambridgeshire 003A,8,0,0.0,52.42102,0.276982
E01018032,East Cambridgeshire 003D,6,0,0.0,52.41116,0.247404
E01018033,East Cambridgeshire 003E,5,0,0.0,52.40107,0.253404
E01018034,East Cambridgeshire 007A,3,0,0.0,52.31472,0.39301
E01018035,East Cambridgeshire 007B,10,0,0.0,52.28655,0.445306
E01018036,East Cambridgeshire 005A,3,0,0.0,52.35227,0.081011
E01018037,East Cambridgeshire 005B,2,0,0.0,52.33643,0.142256
E01018038,East Cambridgeshire 005C,3,0,0.0,52.38548,0.173123
E01018039,East Cambridgeshire 005D,7,0,0.0,52.39308,0.21543
E01018040,East Cambridgeshire 007C,3,0,0.0,52.34356,0.429893
E01017514,Bedford 018B,3,0,0.0,52.11167,-0.50015
E01017502,Bedford 010F,5,0,0.0,52.14081,-0.47063
E01017503,Bedford 002C,5,0,0.0,52.25316,-0.60867
E01017504,Bedford 002D,4,0,0.0,52.21025,-0.62173
E01017505,Bedford 017A,7,0,0.0,52.11689,-0.49334
E01017506,Bedford 017B,3,0,0.0,52.12273,-0.48008
E01017507,Bedford 017C,1,0,0.0,52.11878,-0.48245
E01017509,Bedford 016A,3,0,0.0,52.12374,-0.49695
E01017510,Bedford 016B,1,0,0.0,52.11834,-0.50054
E01017511,Bedford 016C,3,0,0.0,52.12674,-0.49727
E01017512,Bedford 016D,6,0,0.0,52.12487,-0.48964
E01017513,Bedford 018A,5,0,0.0,52.11461,-0.49109
E01017501,Bedford 010E,2,0,0.0,52.14131,-0.47749
E01017515,Bedford 018C,6,0,0.0,52.11109,-0.50704
E01017517,Bedford 018E,6,0,0.0,52.11242,-0.48698
E01017518,Bedford 014A,7,0,0.0,52.1202,-0.45135
E01017519,Bedford 014B,5,0,0.0,52.12696,-0.44476
E01017520,Bedford 014C,5,0,0.0,52.12577,-0.42447
E01017521,Bedford 014D,8,0,0.0,52.12248,-0.44788
E01017522,Bedford 014E,4,0,0.0,52.12994,-0.45969
E01017523,Bedford 014F,3,0,0.0,52.12639,-0.45613
E01017524,Bedford 011A,4,0,0.0,52.13541,-0.44115
E01017525,Bedford 011B,2,0,0.0,52.13804,-0.43516
E01017489,Bedford 007B,5,0,0.0,52.14767,-0.43308
E01017478,Bedford 003A,6,0,0.0,52.21405,-0.48646
E01017479,Bedford 003B,4,0,0.0,52.16442,-0.47826
E01017480,Bedford 003C,5,0,0.0,52.17137,-0.50642
E01017481,Bedford 003D,4,0,0.0,52.1787,-0.48609
E01017482,Bedford 009A,8,0,0.0,52.14689,-0.4599
E01017483,Bedford 009B,6,0,0.0,52.14315,-0.4468
E01017484,Bedford 009C,4,0,0.0,52.1424,-0.46369
E01017485,Bedford 009D,4,0,0.0,52.14231,-0.45471
E01017487,Bedford 021B,6,0,0.0,52.112,-0.43979
E01017488,Bedford 007A,3,0,0.0,52.15072,-0.43671
E01017526,Bedford 011C,4,0,0.0,52.1362,-0.42946
E01017490,Bedford 007C,6,0,0.0,52.14655,-0.42112
E01017491,Bedford 007D,4,0,0.0,52.14409,-0.43401
E01017492,Bedford 007E,3,0,0.0,52.15389,-0.42489
E01017493,Bedford 007F,2,0,0.0,52.15103,-0.41329
E01017495,Bedford 004B,8,0,0.0,52.1613,-0.35796
E01017496,Bedford 004C,6,0,0.0,52.11853,-0.3787
E01017497,Bedford 010A,4,0,0.0,52.14519,-0.47026
E01017498,Bedford 010B,4,0,0.0,52.14793,-0.47405
E01017499,Bedford 010C,1,0,0.0,52.14953,-0.4822
E01017500,Bedford 010D,6,0,0.0,52.14359,-0.47641
E01017589,Central Bedfordshire 022A,4,0,0.0,51.91656,-0.67578
E01017553,Bedford 020C,1,0,0.0,52.10156,-0.52725
E01017554,Bedford 020D,4,0,0.0,52.09639,-0.53278
E01017555,Central Bedfordshire 021A,2,0,0.0,51.91603,-0.66021
E01017556,Central Bedfordshire 021B,7,0,0.0,51.91819,-0.652
E01017557,Central Bedfordshire 021C,7,0,0.0,51.92033,-0.66522
E01017558,Central Bedfordshire 018A,5,0,0.0,51.96867,-0.42946
E01017559,Central Bedfordshire 018B,4,0,0.0,51.9625,-0.41961
E01017560,Central Bedfordshire 018C,7,0,0.0,51.97657,-0.41976
E01017573,Central Bedfordshire 024A,4,0,0.0,51.91617,-0.64558
E01017576,Central Bedfordshire 024D,3,0,0.0,51.91247,-0.64614
E01017577,Central Bedfordshire 019A,12,0,0.0,51.94277,-0.64327
E01017552,Bedford 020B,8,0,0.0,52.07784,-0.50989
E01017590,Central Bedfordshire 022B,4,0,0.0,51.92611,-0.6703
E01017591,Central Bedfordshire 022C,2,0,0.0,51.90768,-0.67817
E01017603,Central Bedfordshire 020A,6,0,0.0,51.92659,-0.64378
E01017604,Central Bedfordshire 020B,8,0,0.0,51.92212,-0.64165
E01017605,Central Bedfordshire 020C,2,0,0.0,51.91934,-0.63654
E01017606,Central Bedfordshire 020D,6,0,0.0,51.93253,-0.6488
E01017607,Central Bedfordshire 020E,4,0,0.0,51.93387,-0.67011
E01017608,Central Bedfordshire 021D,2,0,0.0,51.92399,-0.65814
E01017609,Central Bedfordshire 021E,3,0,0.0,51.92518,-0.65345
E01017610,Central Bedfordshire 022D,3,0,0.0,51.9252,-0.6822
E01017538,Bedford 013D,1,0,0.0,52.13124,-0.4847
E01017527,Bedford 011D,1,0,0.0,52.1403,-0.41976
E01017528,Bedford 003E,8,0,0.0,52.17377,-0.53133
E01017529,Bedford 006A,4,0,0.0,52.15317,-0.43088
E01017530,Bedford 006B,4,0,0.0,52.15982,-0.4454
E01017531,Bedford 006C,8,0,0.0,52.15596,-0.43298
E01017532,Bedford 006D,8,0,0.0,52.15332,-0.44615
E01017533,Bedford 006E,3,0,0.0,52.1579,-0.43763
E01017534,Bedford 006F,6,0,0.0,52.14867,-0.44629
E01017536,Bedford 013B,2,0,0.0,52.13771,-0.48269
E01017537,Bedford 013C,5,0,0.0,52.13351,-0.49427
E01016748,Milton Keynes 028A,3,0,0.0,52.00724,-0.776
E01017539,Bedford 013E,5,0,0.0,52.1365,-0.48436
E01017540,Bedford 001A,3,0,0.0,52.2742,-0.44677
E01017541,Bedford 001B,3,0,0.0,52.25243,-0.48032
E01017542,Bedford 004D,6,0,0.0,52.1887,-0.35742
E01017543,Bedford 004E,3,0,0.0,52.22904,-0.34106
E01017544,Bedford 001C,5,0,0.0,52.22299,-0.53407
E01017545,Bedford 001D,2,0,0.0,52.26435,-0.52896
E01017546,Bedford 002E,2,0,0.0,52.15591,-0.60664
E01017547,Bedford 002F,5,0,0.0,52.12391,-0.55786
E01017549,Bedford 021F,4,0,0.0,52.07306,-0.43962
E01013209,North East Lincolnshire 019D,2,0,0.0,53.54678,-0.11585
E01013196,North East Lincolnshire 005B,3,0,0.0,53.5675,-0.05253
E01013197,North East Lincolnshire 012E,2,0,0.0,53.56504,-0.05341
E01013198,North East Lincolnshire 024A,2,0,0.0,53.5654,-0.03905
E01013199,North East Lincolnshire 024B,5,0,0.0,53.56293,-0.0328
E01013200,North East Lincolnshire 024C,3,0,0.0,53.5628,-0.0419
E01013201,North East Lincolnshire 005C,6,0,0.0,53.57459,-0.05223
E01013203,North East Lincolnshire 005E,1,0,0.0,53.56922,-0.05533
E01013204,North East Lincolnshire 019A,2,0,0.0,53.55129,-0.1028
E01013206,North East Lincolnshire 015A,1,0,0.0,53.55037,-0.11433
E01013207,North East Lincolnshire 015B,3,0,0.0,53.5514,-0.12062
E01013208,North East Lincolnshire 019C,5,0,0.0,53.54656,-0.1022
E01013195,North East Lincolnshire 005A,2,0,0.0,53.56674,-0.04743
E01013210,North East Lincolnshire 019E,6,0,0.0,53.54541,-0.10874
E01013211,North East Lincolnshire 015C,2,0,0.0,53.55664,-0.10567
E01013212,North East Lincolnshire 015D,4,0,0.0,53.5546,-0.11355
E01013213,North East Lincolnshire 023A,2,0,0.0,53.52074,-0.10136
E01013214,North East Lincolnshire 023B,5,0,0.0,53.4931,-0.11075
E01013215,North East Lincolnshire 023C,5,0,0.0,53.51451,-0.08619
E01013217,North East Lincolnshire 023E,3,0,0.0,53.51492,-0.1053
E01013218,North East Lincolnshire 003A,4,0,0.0,53.57607,-0.10196
E01013219,North East Lincolnshire 003B,4,0,0.0,53.56817,-0.10129
E01013220,North East Lincolnshire 003C,7,0,0.0,53.57296,-0.10879
E01013183,North East Lincolnshire 016C,5,0,0.0,53.54884,-0.07806
E01013172,North East Lincolnshire 022D,4,0,0.0,53.52152,-0.06304
E01013173,North East Lincolnshire 007A,2,0,0.0,53.59399,-0.1917
E01013174,North East Lincolnshire 001A,8,0,0.0,53.61784,-0.19244
E01013175,North East Lincolnshire 001B,6,0,0.0,53.60729,-0.25472
E01013176,North East Lincolnshire 001C,2,0,0.0,53.6214,-0.21149
E01013177,North East Lincolnshire 001D,5,0,0.0,53.61619,-0.21097
E01013178,North East Lincolnshire 001E,8,0,0.0,53.61599,-0.22283
E01013179,North East Lincolnshire 001F,4,0,0.0,53.61135,-0.21149
E01013180,North East Lincolnshire 001G,5,0,0.0,53.59903,-0.229
E01013181,North East Lincolnshire 016A,2,0,0.0,53.56006,-0.08033
E01013182,North East Lincolnshire 016B,4,0,0.0,53.55546,-0.09337
E01013221,North East Lincolnshire 003D,11,0,0.0,53.57368,-0.08251
E01013184,North East Lincolnshire 016D,5,0,0.0,53.55936,-0.08831
E01013185,North East Lincolnshire 016E,3,0,0.0,53.54376,-0.08922
E01013186,North East Lincolnshire 016F,6,0,0.0,53.54842,-0.09081
E01013187,North East Lincolnshire 008A,6,0,0.0,53.56242,-0.0871
E01013188,North East Lincolnshire 008B,2,0,0.0,53.56243,-0.10106
E01013189,North East Lincolnshire 021A,1,0,0.0,53.53313,-0.10277
E01013191,North East Lincolnshire 021C,6,0,0.0,53.53699,-0.08382
E01013192,North East Lincolnshire 021D,3,0,0.0,53.53398,-0.09432
E01013193,North East Lincolnshire 022E,7,0,0.0,53.52974,-0.08739
E01013194,North East Lincolnshire 021E,4,0,0.0,53.52893,-0.09883
E01013273,North Lincolnshire 011F,5,0,0.0,53.55286,-0.48148
E01013262,North Lincolnshire 018D,5,0,0.0,53.55638,-0.64005
E01013263,North Lincolnshire 018E,6,0,0.0,53.55784,-0.6455
E01013264,North Lincolnshire 019B,5,0,0.0,53.55094,-0.69238
E01013265,North Lincolnshire 019C,5,0,0.0,53.54963,-0.66701
E01013266,North Lincolnshire 019D,7,0,0.0,53.54985,-0.6495
E01013267,North Lincolnshire 011A,7,0,0.0,53.61444,-0.45788
E01013268,North Lincolnshire 011B,3,0,0.0,53.64792,-0.4989
E01013269,North Lincolnshire 011C,2,0,0.0,53.56694,-0.46989
E01013270,North Lincolnshire 004A,6,0,0.0,53.58236,-0.38669
E01013271,North Lincolnshire 011D,4,0,0.0,53.55993,-0.49257
E01013272,North Lincolnshire 011E,9,0,0.0,53.54957,-0.49288
E01013261,North Lincolnshire 018C,4,0,0.0,53.55458,-0.65178
E01013274,North Lincolnshire 013A,7,0,0.0,53.6112,-0.56555
E01013275,North Lincolnshire 013B,1,0,0.0,53.56208,-0.56613
E01013276,North Lincolnshire 013C,4,0,0.0,53.56274,-0.5498
E01013277,North Lincolnshire 013D,5,0,0.0,53.57241,-0.54364
E01013278,North Lincolnshire 016A,5,0,0.0,53.57274,-0.67893
E01013279,North Lincolnshire 012A,1,0,0.0,53.57616,-0.68097
E01013280,North Lincolnshire 016B,3,0,0.0,53.56792,-0.68101
E01013282,North Lincolnshire 017C,3,0,0.0,53.56351,-0.66197
E01013283,North Lincolnshire 016D,2,0,0.0,53.56121,-0.67646
E01013284,North Lincolnshire 017D,3,0,0.0,53.5617,-0.65896
E01013236,North Lincolnshire 017A,3,0,0.0,53.5626,-0.65383
E01013222,North East Lincolnshire 003E,5,0,0.0,53.56774,-0.08758
E01013224,North East Lincolnshire 007C,5,0,0.0,53.54073,-0.1854
E01013225,North East Lincolnshire 023F,2,0,0.0,53.47605,-0.14845
E01013226,North East Lincolnshire 007D,5,0,0.0,53.55694,-0.17145
E01013227,North East Lincolnshire 013C,4,0,0.0,53.55113,-0.1306
E01013228,North East Lincolnshire 013D,1,0,0.0,53.55716,-0.12973
E01013229,North East Lincolnshire 013E,1,0,0.0,53.55371,-0.12672
E01013231,North East Lincolnshire 008C,6,0,0.0,53.56679,-0.1075
E01013233,North East Lincolnshire 008D,5,0,0.0,53.56338,-0.10602
E01013234,North East Lincolnshire 009D,1,0,0.0,53.55902,-0.11591
E01013171,North East Lincolnshire 022C,2,0,0.0,53.52951,-0.07526
E01013237,North Lincolnshire 018B,2,0,0.0,53.56219,-0.63909
E01013238,North Lincolnshire 015A,12,0,0.0,53.56503,-0.63603
E01013239,North Lincolnshire 017B,3,0,0.0,53.56503,-0.65143
E01013254,North Lincolnshire 001A,3,0,0.0,53.6918,-0.42854
E01013255,North Lincolnshire 001B,9,0,0.0,53.68559,-0.43106
E01013256,North Lincolnshire 001C,3,0,0.0,53.68662,-0.45095
E01013257,North Lincolnshire 001D,4,0,0.0,53.6683,-0.44199
E01013258,North Lincolnshire 001E,7,0,0.0,53.6785,-0.43891
E01013259,North Lincolnshire 001F,1,0,0.0,53.68417,-0.41554
E01013260,North Lincolnshire 019A,4,0,0.0,53.55632,-0.66111
E01011987,Hartlepool 008C,1,0,0.0,54.67399,-1.21771
E01011955,Hartlepool 003A,2,0,0.0,54.69263,-1.21646
E01011957,Hartlepool 003C,3,0,0.0,54.69306,-1.22434
E01011959,Hartlepool 014A,3,0,0.0,54.67167,-1.31114
E01011960,Hartlepool 014B,3,0,0.0,54.65178,-1.24191
E01011961,Hartlepool 012A,3,0,0.0,54.65535,-1.23781
E01011962,Hartlepool 012B,5,0,0.0,54.65519,-1.24683
E01011963,Hartlepool 014C,5,0,0.0,54.65431,-1.22802
E01035558,South Cambridgeshire 003H,1,0,0.0,52.27418,0.045398
E01011984,Hartlepool 009D,4,0,0.0,54.66858,-1.22786
E01011985,Hartlepool 010A,3,0,0.0,54.66825,-1.21712
E01011986,Hartlepool 008B,1,0,0.0,54.67184,-1.22338
E01011954,Hartlepool 001A,6,0,0.0,54.71102,-1.23702
E01011988,Hartlepool 010B,4,0,0.0,54.6624,-1.22921
E01011989,Hartlepool 010C,5,0,0.0,54.64354,-1.21944
E01011990,Hartlepool 010D,2,0,0.0,54.65385,-1.21845
E01011991,Hartlepool 002C,8,0,0.0,54.6961,-1.18169
E01011992,Hartlepool 002D,4,0,0.0,54.70189,-1.21742
E01011993,Hartlepool 002E,1,0,0.0,54.70197,-1.19505
E01011994,Hartlepool 002F,4,0,0.0,54.69857,-1.20034
E01011995,Hartlepool 011A,5,0,0.0,54.6608,-1.19509
E01011996,Hartlepool 011B,3,0,0.0,54.66381,-1.19072
E01011997,Hartlepool 011C,5,0,0.0,54.66197,-1.20144
E01035553,Peterborough 023I,3,0,0.0,52.52663,-0.27638
E01035541,Peterborough 013H,6,0,0.0,52.57118,-0.23205
E01035542,Peterborough 014F,4,0,0.0,52.57979,-0.24249
E01035543,Peterborough 014G,7,0,0.0,52.57666,-0.23919
E01035544,Peterborough 017F,2,0,0.0,52.56642,-0.24122
E01035545,Peterborough 017G,5,0,0.0,52.56287,-0.23729
E01035546,Peterborough 019G,4,0,0.0,52.54883,-0.21921
E01035547,Peterborough 019H,8,0,0.0,52.54572,-0.20658
E01035548,Peterborough 019I,3,0,0.0,52.54303,-0.22064
E01035549,Peterborough 019J,2,0,0.0,52.53988,-0.23963
E01035551,Peterborough 023G,5,0,0.0,52.53263,-0.26454
E01035552,Peterborough 023H,9,0,0.0,52.52859,-0.2557
E01011998,Hartlepool 011D,9,0,0.0,54.64185,-1.19593
E01035554,Peterborough 023J,1,0,0.0,52.52173,-0.29467
E01035555,South Cambridgeshire 003E,16,0,0.0,52.29045,0.047012
E01035540,Peterborough 013G,4,0,0.0,52.5716,-0.22162
E01011964,Hartlepool 007B,2,0,0.0,54.68451,-1.22459
E01007602,Doncaster 026D,12,0,0.0,53.48423,-0.99748
E01011949,Hartlepool 009A,4,0,0.0,54.67522,-1.22955
E01011950,Hartlepool 008A,4,0,0.0,54.67605,-1.21936
E01011951,Hartlepool 007A,4,0,0.0,54.67823,-1.2238
E01011952,Hartlepool 002A,3,0,0.0,54.70364,-1.22808
E01011953,Hartlepool 002B,3,0,0.0,54.71078,-1.22851
E01013157,North East Lincolnshire 020B,5,0,0.0,53.53825,-0.02895
E01013146,North East Lincolnshire 004C,3,0,0.0,53.58009,-0.11195
E01013147,North East Lincolnshire 009A,2,0,0.0,53.56797,-0.1241
E01013148,North East Lincolnshire 004D,3,0,0.0,53.56729,-0.14326
E01013149,North East Lincolnshire 013A,2,0,0.0,53.56471,-0.13326
E01013150,North East Lincolnshire 013B,2,0,0.0,53.56058,-0.13685
E01013151,North East Lincolnshire 024G,5,0,0.0,53.54761,-0.01333
E01013152,North East Lincolnshire 024F,4,0,0.0,53.55058,-0.02447
E01013153,North East Lincolnshire 020A,3,0,0.0,53.54113,-0.01323
E01013154,North East Lincolnshire 018C,4,0,0.0,53.54554,-0.04475
E01013155,North East Lincolnshire 024H,5,0,0.0,53.5481,-0.02955
E01013156,North East Lincolnshire 018D,5,0,0.0,53.54151,-0.03967
E01013145,North East Lincolnshire 004B,2,0,0.0,53.56985,-0.13373
E01013158,North East Lincolnshire 012A,5,0,0.0,53.56044,-0.06096
E01013159,North East Lincolnshire 011A,3,0,0.0,53.56072,-0.07144
E01013160,North East Lincolnshire 012B,8,0,0.0,53.55993,-0.048
E01013161,North East Lincolnshire 011B,2,0,0.0,53.55901,-0.0696
E01013162,North East Lincolnshire 011C,3,0,0.0,53.55613,-0.07426
E01013163,North East Lincolnshire 012C,3,0,0.0,53.55026,-0.05865
E01013164,North East Lincolnshire 012D,1,0,0.0,53.55168,-0.06907
E01013165,North East Lincolnshire 011D,3,0,0.0,53.56292,-0.07679
E01013167,North East Lincolnshire 020D,7,0,0.0,53.52462,-0.00267
E01013170,North East Lincolnshire 022B,3,0,0.0,53.54374,-0.05179
E01013131,North East Lincolnshire 014A,3,0,0.0,53.55556,-0.03413
E01011999,Hartlepool 007D,6,0,0.0,54.68064,-1.2106
E01012000,Hartlepool 007E,10,0,0.0,54.68443,-1.20409
E01012001,Hartlepool 008D,8,0,0.0,54.6743,-1.20491
E01012002,Hartlepool 015A,4,0,0.0,54.6928,-1.23281
E01012003,Hartlepool 014F,6,0,0.0,54.69491,-1.25893
E01012005,Hartlepool 014G,5,0,0.0,54.69704,-1.24938
E01012924,East Riding of Yorkshire 014A,1,0,0.0,53.85912,-0.35712
E01013128,North East Lincolnshire 024E,2,0,0.0,53.55847,-0.03497
E01013129,North East Lincolnshire 024D,5,0,0.0,53.55815,-0.02921
E01013130,North East Lincolnshire 018A,4,0,0.0,53.55533,-0.04579
E01013285,North Lincolnshire 012B,6,0,0.0,53.58209,-0.68016
E01013132,North East Lincolnshire 014B,6,0,0.0,53.55127,-0.03362
E01013133,North East Lincolnshire 014C,3,0,0.0,53.55432,-0.0244
E01013134,North East Lincolnshire 014D,5,0,0.0,53.55104,-0.04092
E01013135,North East Lincolnshire 018B,7,0,0.0,53.54985,-0.04734
E01013136,North East Lincolnshire 002A,5,0,0.0,53.57703,-0.06319
E01013138,North East Lincolnshire 006A,4,0,0.0,53.56961,-0.06051
E01013140,North East Lincolnshire 006B,2,0,0.0,53.56651,-0.06517
E01013142,North East Lincolnshire 002D,4,0,0.0,53.56505,-0.06926
E01013143,North East Lincolnshire 006D,2,0,0.0,53.56285,-0.06509
E01013144,North East Lincolnshire 004A,2,0,0.0,53.57481,-0.11883
E01015667,Peterborough 019A,3,0,0.0,52.56342,-0.20906
E01015655,Peterborough 014E,6,0,0.0,52.58247,-0.23631
E01015656,Peterborough 007C,8,0,0.0,52.60536,-0.25047
E01015658,Peterborough 007E,5,0,0.0,52.60643,-0.24154
E01015659,Peterborough 003C,7,0,0.0,52.61053,-0.24731
E01015660,Peterborough 007F,6,0,0.0,52.6089,-0.25559
E01015661,Peterborough 010D,8,0,0.0,52.5933,-0.26616
E01015662,Peterborough 009C,2,0,0.0,52.59343,-0.27606
E01015663,Peterborough 009D,4,0,0.0,52.58554,-0.26812
E01015664,Peterborough 009E,3,0,0.0,52.58821,-0.27545
E01015665,Peterborough 016C,3,0,0.0,52.58084,-0.25843
E01015666,Peterborough 017D,5,0,0.0,52.56114,-0.22798
