Station name,Station number,Total samples (PWQO analytes),% total exceedances (PWQO analytes),Risk tier,N Aluminum [ug/L],% exceed Aluminum,N Arsenic [ug/L],% exceed Arsenic,N Boron [ug/L],% exceed Boron,N Cadmium [ug/L],% exceed Cadmium,N Chromium [ug/L],% exceed Chromium,N Copper [ug/L],% exceed Copper,N E. coli [MPN / 100mL],% exceed E. coli,N Iron [ug/L],% exceed Iron,N Lead [ug/L],% exceed Lead,N Mercury [ng/L],% exceed Mercury,N Nickel [ug/L],% exceed Nickel,N Total Phosphorus [ug/L],% exceed Total Phosphorus,N Selenium [ug/L],% exceed Selenium,N Silver [ug/L],% exceed Silver,N Zinc [ug/L],% exceed Zinc,N pH [SU],% exceed pH,station_padded_id,Station name matched
Kaibuskong River,18607006002,79,2.53,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,18607006002,True
Vermilion River,14002809002,79,2.53,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,14002809002,True
Millhaven Creek,06018000202,80,2.5,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,6,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,11.11,06018000202,True
West Credit River,06007601502,121,2.48,Tier 2,10,0.0,0,,0,,10,0.0,9,0.0,10,0.0,11,18.18,10,0.0,10,0.0,0,,10,0.0,11,0.0,0,,10,0.0,9,0.0,11,9.09,06007601502,True
Cataraqui River,12000400202,81,2.47,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,11.11,0,,7,0.0,7,0.0,9,0.0,12000400202,True
Copeland Creek,03006600102,83,2.41,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0,03006600102,True
Sturgeon River,03007500202,83,2.41,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,10.0,0,,7,0.0,7,0.0,10,0.0,03007500202,True
Coldwater River,03007600302,83,2.41,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0,03007600302,True
Scugog River,17002104102,85,2.35,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,9.09,0,,7,0.0,7,0.0,11,0.0,17002104102,True
Moira River,17002601902,98,2.04,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,28.57,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002601902,True
Tay River,18003300802,67,1.49,Tier 2,6,0.0,0,,0,,6,0.0,6,16.67,6,0.0,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,5,0.0,6,0.0,7,0.0,18003300802,True
Cavan Creek,17002114002,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002114002,True
Trent River,17002106702,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5,17002106702,True
Baxter Creek,17002107702,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002107702,True
Otonabee River,17002100802,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002100802,True
Otonabee River,17002106502,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,17002106502,True
Beaver River,03003600902,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5,03003600902,True
Rocky Saugeen River,08012305302,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5,08012305302,True
Beaver River,03003601002,79,1.27,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,03003601002,True
Boyne River,03003600502,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5,03003600502,True
Trent River,17002111802,80,1.25,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,1,0.0,7,0.0,7,14.29,8,0.0,17002111802,True
Hawkestone Creek,03007703602,81,1.23,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,1,0.0,7,0.0,7,0.0,8,12.5,03007703602,True
Crowe River,17002100302,82,1.22,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002100302,True
Balsam Lake Outlet,17002105402,85,1.18,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,9.09,0,,7,0.0,7,0.0,11,0.0,17002105402,True
Pigeon River,17002107402,85,1.18,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0,17002107402,True
Napanee River,17003500202,88,1.14,Tier 2,8,0.0,1,0.0,1,0.0,7,0.0,8,12.5,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0,17003500202,True
Fall River,18343061002,94,1.06,Tier 2,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,12.5,2,0.0,8,0.0,8,0.0,8,0.0,18343061002,True
Buckshot Creek,18343000102,94,1.06,Tier 2,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,12.5,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0,18343000102,True
Moira River,17002600102,98,1.02,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0,17002600102,True
Moira River,17002600202,98,1.02,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0,17002600202,True
Moira River,17002600302,98,1.02,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002600302,True
Moira River,17002600402,98,1.02,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002600402,True
Clare River,17002600702,98,0.0,Tier 1,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002600702,True
Madawaska River,18349002002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0,18349002002,True
Clyde River,18343052002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0,18343052002,True
Mississippi River,18343023002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0,18343023002,True
Napanee River,17003500402,88,0.0,Tier 1,8,0.0,1,0.0,1,0.0,7,0.0,8,0.0,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0,17003500402,True
Salmon River,17003100102,88,0.0,Tier 1,8,0.0,1,0.0,1,0.0,7,0.0,8,0.0,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0,17003100102,True
Sturgeon Lake Outlet,17002102102,87,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,12,0.0,0,,7,0.0,7,0.0,12,0.0,17002102102,True
Gull River,17002102502,85,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0,17002102502,True
Cameron Lake Outlet,17002102302,85,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0,17002102302,True
Severn River,03007701302,83,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0,03007701302,True
Beaver Creek,17002109502,82,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002109502,True
Mayhew Creek,17002112802,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002112802,True
Trent River,17002153802,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002153802,True
Trent River,17002105702,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002105702,True
Coldwater River,03007600402,81,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0,03007600402,True
Mississauga River,17002105202,79,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002105202,True
Ouse River,17002100702,79,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002100702,True
Indian River,17002114102,79,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,17002114102,True
Spring Creek,08013500602,79,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,08013500602,True
Attawapiskat River,19004300102,24,0.0,Tier 1,2,0.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,19004300102,True
Cataraqui River,12000400802,18,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,0.0,0,,0,,0,,9,0.0,12000400802,True
South Saugeen River,08012304802,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,08012304802,True
Saugeen River,08012305702,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,08012305702,True
Saugeen River,08012305202,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,08012305202,True
Saugeen River,08012300202,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,08012300202,True
Trout Creek,16012401402,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,16012401402,True
North Saugeen River,08012305802,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,08012305802,True
Clear Lake Outlet,17002101602,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002101602,True
Otonabee River,17002107002,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002107002,True
Otonabee River,17002114402,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002114402,True
Buckhorn Lake Outlet,17002101802,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002101802,True
Lovesick Lake Outlet,17002101702,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002101702,True
Ouse River West,17002114202,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,17002114202,True
Tay River,18003302302,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,18003302302,True
Fall River,18343000302,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,18343000302,True
Mississippi River,18343017502,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,18343017502,True
Mississippi River,18343006102,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,18343006102,True
Consecon Creek,06015700102,16,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,0.0,06015700102,True
Black Ash Creek,03004900102,15,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,8,0.0,03004900102,True
South Maitland River,08005603702,14,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,7,0.0,08005603702,True
North Maitland River,08005603802,14,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,7,0.0,08005603802,True
Attawapiskat River,19004300402,12,0.0,Tier 1,1,0.0,0,,0,,1,0.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,1,0.0,19004300402,True
Rideau River,18003302902,12,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,0.0,0,,0,,0,,7,0.0,18003302902,True
Eramosa River,16018410202,11,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,3,0.0,16018410202,True
Speed River,16018412602,11,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,3,0.0,16018412602,True
Irvine Creek,16018415602,3,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,0.0,0,,0,,0,,0,,16018415602,True
Blanche River,18771001302,1,0.0,Tier 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.0,18771001302,True
